id;name;category;thickness_mm;price;edgePrice;image;discount;status;description;Webname;care;supplier;supplierUrl;datasheetUrl;Column1;_1;_2;_3;id_4
goldfinch-30-mm-kompositsten;Goldfinch;kvarts/komposit;30;;;/materials/Goldfinch.jpg;;backorder;kvartsen caesarstone goldfinch kombinerar gyllene ådror med jordnära toner. perfekt för lyxiga arbetsytor i moderna rum.;Goldfinch;;;;;;;;;
grand-antique;Grand_Antique;marmor;20;;;/materials/Grand_Antique.jpg;;backorder;;Grand Antique;;;;;;;;;
green-onyx-2cm-1502;green-onyx;translucent,exotic stones,onyx;20;;;/materials/green-onyx.jpg;;backorder;polishedmattesilk;green onyx;;;;;;;;;
green-soapstone-17864;green-soapstone;soapstone;3;;;/materials/green-soapstone.jpg;;backorder;soapstonehoned;green soapstone;;;;;;;;;
green-star-52673;green-star;kvartsit;3;;;/materials/green-star.jpg;;backorder;polishedmattesilk;green star;;;;;;;;;
grey-stone-12mm;grey-stone-ap;keramik;20;;;/materials/grey-stone-ap.jpg;;backorder;polerad;grey stone ap;;;;;;;;;
grigio-aveiro-20-mm-granit;Grigio_Aveiro;granit;20;;;/materials/Grigio_Aveiro.jpg;;backorder;grigio aveiro är en grå prickig granit från portugal. på grund av ett typiskt jämnt kornigt och för graniten karaktäristiskt mönster kommer uppkomna fläckar vid ett mera slarvigt handhavande inte att synas mot den grå bakgrunden, men materialet kommer säkerligen att överträffas av mörk granit när det gäller styrka och säkerhet mot nedsmutsning.;Grigio Aveiro;;;;;;;;;
grigio-aveiro-30-mm-granit;Grigio_Aveiro;granit;30;;;/materials/Grigio_Aveiro.jpg;;backorder;grigio aveiro är en grå prickig granit från portugal. på grund av ett typiskt jämnt kornigt och för graniten karaktäristiskt mönster kommer uppkomna fläckar vid ett mera slarvigt handhavande inte att synas mot den grå bakgrunden, men materialet kommer säkerligen att överträffas av mörk granit när det gäller styrka och säkerhet mot nedsmutsning.;Grigio Aveiro;;;;;;;;;
grigio-billiemi;Grigio_Billiemi;kvartsit;20;;;/materials/Grigio_Billiemi.jpg;;backorder;;Grigio Billiemi;;;;;;;;;
grigio-collemandina;Grigio_Collemandina;marmor;20;;;/materials/Grigio_Collemandina.jpg;;backorder;;Grigio Collemandina;;;;;;;;;
grigio-fior-di-bosco;Grigio_Fior_Di_Bosco;marmor;20;;;/materials/Grigio_Fior_Di_Bosco.jpg;;backorder;;Grigio Fior Di Bosco;;;;;;;;;
grigio-intenso-12mm;grigio-intenso-ap;keramik;6;;;/materials/grigio-intenso-ap.jpg;;backorder;polerad;grigio intenso ap;;;;;;;;;
grigio-moncervetto;Grigio_Moncervetto;marmor;20;;;/materials/Grigio_Moncervetto.jpg;;backorder;;Grigio Moncervetto;;;;;;;;;
harmonia-yosemite-20-mm-kompositsten;Harmonia_Yosemite;kvarts/komposit;20;;;/materials/Harmonia_Yosemite.jpg;;backorder;kompositstenskivor i harmonia yosemite material är starka, hållbara och extremt hygienisk.;Harmonia Yosemite;;;;;;;;;
harmonia-yosemite-30-mm-kompositsten;Harmonia_Yosemite;kvarts/komposit;30;;;/materials/Harmonia_Yosemite.jpg;;backorder;kompositstenskivor i harmonia yosemite material är starka, hållbara och extremt hygienisk.;Harmonia Yosemite;;;;;;;;;
honey-galaxy-20-mm-kompositsten;Honey_Galaxy;kvarts/komposit;20;;;/materials/Honey_Galaxy.jpg;;backorder;kompositstenskivor består av över 90 % naturlig sten, resten är lim, färg och tillsatser för att förbättra de tekniska egenskaperna. en bänkskiva i kompositsten honey galaxy är ett konstverk!;Honey Galaxy;;;;;;;;;
honey-galaxy-30-mm-kompositsten;Honey_Galaxy;kvarts/komposit;30;;;/materials/Honey_Galaxy.jpg;;backorder;kompositstenskivor består av över 90 % naturlig sten, resten är lim, färg och tillsatser för att förbättra de tekniska egenskaperna. en bänkskiva i kompositsten honey galaxy är ett konstverk!;Honey Galaxy;;;;;;;;;
diva-ice-crystal-ap;ice-crystal-ap;keramik;6;;;/materials/ice-crystal-ap.jpg;;backorder;matt;ice crystal ap;;;;;;;;;
iconic-white-20-mm-kompositsten;Iconic_White;kvarts/komposit;20;;;/materials/Iconic_White.jpg;;backorder;kompositstenskivor i silestone iconic white material är starka, hållbara och extremt hygienisk.;Iconic White;;;;;;;;;
iconic-white-30-mm-kompositsten;Iconic_White;kvarts/komposit;30;;;/materials/Iconic_White.jpg;;backorder;kompositstenskivor i silestone iconic white material är starka, hållbara och extremt hygienisk.;Iconic White;;;;;;;;;
ijen-blue-201997;ijen-blue;kvartsit;3;;;/materials/ijen-blue.jpg;;backorder;polerad;ijen blue;;;;;;;;;
