id;name;category;thickness_mm;price;edgePrice;image;discount;status;description;pros;care;supplier;supplierUrl;datasheetUrl;Column1;_1;_2;_3;id_4
noble-concrete-grey-30-mm-kompositsten;noble concrete grey (30 mm);kvarts/komposit;30;2797.0;;/materials/Noble_Concrete_Grey.jpg;-0.1;available;kompositstenskivor i noble concrete grey material är starka, hållbara och extremt hygienisk. grå är modefärgen nummer ett i årets kök!;;;;;;;;;;
noble-ivory-white-20-mm-kompositsten;noble ivory white (20 mm);kvarts/komposit;20;1998.0;;/materials/Noble_Ivory_White.jpg;-0.1;available;kompositsten noble ivory white är starka och extremt hygienisk. under senare år har bänkskivor av kompositsten blivit alltmer populära i formgivna kök.;;;;;;;;;;
noble-ivory-white-30-mm-kompositsten;noble ivory white (30 mm);kvarts/komposit;30;2797.0;;/materials/Noble_Ivory_White.jpg;-0.1;available;kompositsten noble ivory white är starka och extremt hygienisk. under senare år har bänkskivor av kompositsten blivit alltmer populära i formgivna kök.;;;;;;;;;;
noble-olympos-mist-20-mm-kompositsten;noble olympos mist (20 mm);kvarts/komposit;20;2516.0;;/materials/Noble_Olympos_Mist.jpg;-0.1;available;kompositstenskivor i noble olympos mist material är starka, hållbara och extremt hygienisk. kvarts består av ca 93 % naturlig kvartssand.;;;;;;;;;;
noble-olympos-mist-30-mm-kompositsten;noble olympos mist (30 mm);kvarts/komposit;30;3522.0;;/materials/Noble_Olympos_Mist.jpg;-0.1;available;kompositstenskivor i noble olympos mist material är starka, hållbara och extremt hygienisk. kvarts består av ca 93 % naturlig kvartssand.;;;;;;;;;;
noble-pietra-grey-20-mm-kompositsten;noble pietra grey (20 mm);kvarts/komposit;20;1998.0;;/materials/Noble_Pietra_Grey.jpg;-0.1;available;kompositstenskivor i noble pietra grey material är starka, hållbara och extremt hygienisk. under senare år har bänkskivor av kompositsten blivit alltmer populära i formgivna kök. kvarts består av ca 93 % naturlig kvartssand och resten är bindemedel, färgämnen och tillsatser för att förbättra de tekniska egenskaperna.;;;;;;;;;;
noble-pietra-grey-30-mm-kompositsten;noble pietra grey (30 mm);kvarts/komposit;30;2797.0;;/materials/Noble_Pietra_Grey.jpg;-0.1;available;kompositstenskivor i noble pietra grey material är starka, hållbara och extremt hygienisk. under senare år har bänkskivor av kompositsten blivit alltmer populära i formgivna kök. kvarts består av ca 93 % naturlig kvartssand och resten är bindemedel, färgämnen och tillsatser för att förbättra de tekniska egenskaperna.;;;;;;;;;;
noble-quartzite-20-mm-kompositsten;noble kvartsit (20 mm);kvarts/komposit;20;2516.0;;/materials/Noble_Quartzite.jpg;-0.1;available;technistone noble kvartsit är en kompositsten med en försiktig ton, som tillför rummen både skimmer och ljus.;;;;;;;;;;
noble-quartzite-30-mm-kompositsten;noble kvartsit (30 mm);kvarts/komposit;30;3522.0;;/materials/Noble_Quartzite.jpg;-0.1;available;technistone noble kvartsit är en kompositsten med en försiktig ton, som tillför rummen både skimmer och ljus.;;;;;;;;;;
noble-supreme-white-20-mm-kompositsten;noble supreme white (20 mm);kvarts/komposit;20;2516.0;;/materials/Noble_Supreme_White.jpg;;available;noble supreme white pryder ditt hem med den underbara lystern av vit marmor i en modern tappning. kompositstenskivor i noble supreme white material är starka, hållbara och extremt hygienisk. en bänkskiva i kompositsten är ett konstverk!;;;;;;;;;;
noble-supreme-white-30-mm-kompositsten;noble supreme white (30 mm);kvarts/komposit;30;3522.0;;/materials/Noble_Supreme_White.jpg;;available;noble supreme white pryder ditt hem med den underbara lystern av vit marmor i en modern tappning. kompositstenskivor i noble supreme white material är starka, hållbara och extremt hygienisk. en bänkskiva i kompositsten är ett konstverk!;;;;;;;;;;
noble-troya-20-mm-kompositsten;noble troya (20 mm);kvarts/komposit;20;1998.0;;/materials/Noble_Troya.jpg;-0.1;available;noble troya är kalkstenliknande kompositsten. kompositstenskivor i noble troya material är starka, hållbara och extremt hygienisk.;;;;;;;;;;
noble-troya-30-mm-kompositsten;noble troya (30 mm);kvarts/komposit;30;2797.0;;/materials/Noble_Troya.jpg;-0.1;available;noble troya är kalkstenliknande kompositsten. kompositstenskivor i noble troya material är starka, hållbara och extremt hygienisk.;;;;;;;;;;
noble-villa-20-mm-kompositsten;noble villa (20 mm);kvarts/komposit;20;2516.0;;/materials/Noble_Villa.jpg;-0.1;available;noble villa är ljus kvartskomposit med finkornigt mönster vars rena färg och skönhet inte framstår som alltför dominerande. den passar personer som föredrar rena och fräscha linjer.;;;;;;;;;;
noble-vintage-20-mm-kompositsten;noble vintage (20 mm);kvarts/komposit;20;1890.0;;/materials/Noble_Vintage.jpg;-0.1;available;noble vintage kvartskomposit påminner något om marmor, men olikt marmor har bänkskiva nästintill obefintlig vattenabsorption. yta är mycket lätt att sköta och hålla ren.;;;;;;;;;;
noble-vintage-30-mm-kompositsten;noble vintage (30 mm);kvarts/komposit;30;2646.0;;/materials/Noble_Vintage.jpg;-0.1;available;noble vintage kvartskomposit påminner något om marmor, men olikt marmor har bänkskiva nästintill obefintlig vattenabsorption. yta är mycket lätt att sköta och hålla ren.;;;;;;;;;;
nougat-20-mm-kompositsten;nougat (20 mm);kvarts/komposit;20;3100.0;;/materials/Nougat.jpg;-0.1;available;nougat är en ljus kvarts som ser vit ut när man betraktar den på avstånd. stenen ingår i classico-kollektionen. mineralspån i neutral ton och en finkornig struktur gör att stenen påminner om målarduk.;;;;;;;;;;
organic-white-20-mm-kompositsten;organic white (20 mm);kvarts/komposit;20;3629.0;;/materials/Organic_White.jpg;-0.1;available;organic white är en vit kvartssten i classico-kollektionen. jämfört med pure white är den något mörkare och kornigare. fint blandade färgskikt och bakgrundstoner gör stenen elegant och sidenaktig.;;;;;;;;;;
oxidian-20-mm-kompositsten;oxidian (20 mm);kvarts/komposit;20;4255.0;;/materials/Oxidian.jpg;-0.1;available;"oxidian (rå) är en gråbrun kvarts i den av industridesign präglade metropolitan-kollektionen. dess bläckfärgade mörka bakgrund får en dramatisk rostfärgad effekt. supernatural jumbo skiva (3340mm x 1640mm); rå, 20mm.";;;;;;;;;;
oyster-20-mm-kompositsten;oyster (20 mm);kvarts/komposit;20;3683.0;;/materials/Oyster.jpg;-0.1;available;"oyster är en ljusgrå, askfärgad kvartssten i classico-kollektionen. dess mörka kvartskorn ger stenen sin karaktär. polerad (polerad-p); 20 mm och 30mm.";;;;;;;;;;
oyster-30-mm-kompositsten;oyster (30 mm);kvarts/komposit;30;5156.0;;/materials/Oyster.jpg;-0.1;available;"oyster är en ljusgrå, askfärgad kvartssten i classico-kollektionen. dess mörka kvartskorn ger stenen sin karaktär. polerad (polerad-p); 20 mm och 30mm.";;;;;;;;;;
perlato-royal-20-mm-terrazzo;perlato royal (20 mm);terrazzo;20;1512.0;;/materials/Perlato_Royal.jpg;-0.1;available;terrazzo perlato royal är en terrazzo med beigeaktiga, ljusare fläckar, innehållande flisor av natursten, färg- och bindemedel (harts).;;;;;;;;;;
perlato-royal-30-mm-terrazzo;perlato royal (30 mm);terrazzo;30;2117.0;;/materials/Perlato_Royal.jpg;-0.1;available;terrazzo perlato royal är en terrazzo med beigeaktiga, ljusare fläckar, innehållande flisor av natursten, färg- och bindemedel (harts).;;;;;;;;;;
piatra-grey-20-mm-kompositsten;piatra grey (20 mm);kvarts/komposit;20;4255.0;;/materials/Piatra_Grey.jpg;-0.1;available;piatra grey är en kvartssten i supernatural-kollektionen. vid formgivningen har man hämtat inspiration från piatrabergens mörkgrå klippformationer. den kompletteras med ett marmorliknande mönster med inflätade tunna ljusa slingor.;;;;;;;;;;
piatra-grey-30-mm-kompositsten;piatra grey (30 mm);kvarts/komposit;30;5957.0;;/materials/Piatra_Grey.jpg;-0.1;available;piatra grey är en kvartssten i supernatural-kollektionen. vid formgivningen har man hämtat inspiration från piatrabergens mörkgrå klippformationer. den kompletteras med ett marmorliknande mönster med inflätade tunna ljusa slingor.;;;;;;;;;;
planet-mars-20-mm-kompositsten;planet mars (20 mm);kvarts/komposit;20;3942.0;;/materials/Planet_Mars.jpg;;available;kompositstenskivor i planet mars material är starka, hållbara och extremt hygienisk.;;;;;;;;;;
planet-mars-30-mm-kompositsten;planet mars (30 mm);kvarts/komposit;30;5519.0;;/materials/Planet_Mars.jpg;;available;kompositstenskivor i planet mars material är starka, hållbara och extremt hygienisk.;;;;;;;;;;
planet-pluto-20-mm-kompositsten;planet pluto (20 mm);kvarts/komposit;20;3942.0;;/materials/Planet_Pluto.jpg;-0.1;available;planet pluto är kvartskomposit som förenar moderna teknologins möjligheter med ett mjukgrått ådringsmönster.;;;;;;;;;;
planet-pluto-30-mm-kompositsten;planet pluto (30 mm);kvarts/komposit;30;5519.0;;/materials/Planet_Pluto.jpg;-0.1;available;planet pluto är kvartskomposit som förenar moderna teknologins möjligheter med ett mjukgrått ådringsmönster.;;;;;;;;;;
porcelanosa-calacatta-gold-12-mm-keramik;porcelanosa calacatta gold (12 mm);keramik;12;3758.0;;/materials/Porcelanosa_Calacatta_Gold.jpg;-0.1;available;porcelanosa calacatta gold - denna vackra keramik har fört samman en superb elegans med egenarten hos en klassisk vit marmor.;;;;;;;;;;
porcelanosa-taj-mahal-12-mm-keramik;porcelanosa taj mahal (12 mm);keramik;12;3888.0;;/materials/Porcelanosa_Taj_Mahal.jpg;-0.1;available;porcelanosa taj mahal är en keramik som i sig innehåller de bästa egenskaperna hos naturkvartsit. fin, elegant och ljus, det är vår tids avtryck av en tidlös klassiker.;;;;;;;;;;
pure-white-20-mm-kompositsten;pure white (20 mm);kvarts/komposit;20;3629.0;;/materials/Pure_White.jpg;-0.1;available;"pure white-stenen i classico-kollektionen är det ljusaste materialet i caesarstones utbud. den vita stenen drar inte särskilt mycket uppmärksamhet till arbetsytan, men den ger ett fräscht intryck och rummet får en öppen känsla. polerad (polerad-p); 20 mm.";;;;;;;;;;
pure-white-30-mm-kompositsten;pure white (30 mm);kvarts/komposit;30;5081.0;;/materials/Pure_White.jpg;-0.1;available;"pure white-stenen i classico-kollektionen är det ljusaste materialet i caesarstones utbud. den vita stenen drar inte särskilt mycket uppmärksamhet till arbetsytan, men den ger ett fräscht intryck och rummet får en öppen känsla. polerad (polerad-p); 20 mm.";;;;;;;;;;
raven-20-mm-kompositsten;raven (20 mm);kvarts/komposit;20;3683.0;;/materials/Raven.jpg;-0.1;available;"raven är en rökfärgad kvartssten i classico-kollektionen. dess lite fläckiga yta får en dramatisk effekt när den belyses. polerad (polerad-p); 20 mm och 30mm.";;;;;;;;;;
raven-30-mm-kompositsten;raven (30 mm);kvarts/komposit;30;5156.0;;/materials/Raven.jpg;-0.1;available;"raven är en rökfärgad kvartssten i classico-kollektionen. dess lite fläckiga yta får en dramatisk effekt när den belyses. polerad (polerad-p); 20 mm och 30mm.";;;;;;;;;;
residente-dark-20-mm-kompositsten;residente dark (20 mm);kvarts/komposit;20;3996.0;;/materials/Residente_Dark.jpg;-0.1;available;kompositstenskivor i residente dark material är starka, hållbara och extremt hygienisk! den grå färgen ger köket en modern och lugn bakgrund och förhöjer alla andra föremåls djärvare färger.;;;;;;;;;;
riverlet-20-mm-kompositsten;riverlet (20 mm);kvarts/komposit;20;3996.0;;/materials/Riverlet.jpg;-0.1;available;classico-kollektionens kvartssten heter riverlet. de spröda finkorniga bärnstenskornen ger en gyllene vitbeige färgskiftning, vilket gör vitheten både mjukare och varmare.;;;;;;;;;;
rugged-concrete-20-mm-kompositsten;rugged concrete (20 mm);kvarts/komposit;20;4255.0;;/materials/Rugged_Concrete.jpg;-0.1;available;rugged concrete (rå) är en mörkgrå kvartssten som påminner om nypåslagen puts, kompletterad av ljusare fläckar. den industriella karaktären hos konststenarna i metropolitan-kollektionen kompletteras av en speciell rå-finish. den skrovliga ytan gör att den påminner om borstad sten (b-borstad).;;;;;;;;;;
rugged-concrete-30-mm-kompositsten;rugged concrete (30 mm);kvarts/komposit;30;5957.0;;/materials/Rugged_Concrete.jpg;-0.1;available;rugged concrete (rå) är en mörkgrå kvartssten som påminner om nypåslagen puts, kompletterad av ljusare fläckar. den industriella karaktären hos konststenarna i metropolitan-kollektionen kompletteras av en speciell rå-finish. den skrovliga ytan gör att den påminner om borstad sten (b-borstad).;;;;;;;;;;
shitake-20-mm-kompositsten;shitake (20 mm);kvarts/komposit;20;3683.0;;/materials/Shitake.jpg;-0.1;available;shitake är en gråbeige kvartssten med ett kalkstensliknande mönster. den är inspirerad av regnväder och natur. den bidrar till att skapa en balanserad och lugn stämning, och ger hemtrevnad och mysighet i alla slags rum.;;;;;;;;;;
shitake-30-mm-kompositsten;shitake (30 mm);kvarts/komposit;30;5156.0;;/materials/Shitake.jpg;-0.1;available;shitake är en gråbeige kvartssten med ett kalkstensliknande mönster. den är inspirerad av regnväder och natur. den bidrar till att skapa en balanserad och lugn stämning, och ger hemtrevnad och mysighet i alla slags rum.;;;;;;;;;;
snow-20-mm-kompositsten;snow (20 mm);kvarts/komposit;20;3100.0;;/materials/Snow.jpg;-0.1;available;"snow är en kvartssten i classico-kollektionen som påminner om nyfallen snö. tack vare sitt diskreta utseende lämpar den sig väl i både kök och sällskapsrum. polerad (polerad-p); 20 mm.";;;;;;;;;;
snow-30-mm-kompositsten;snow (30 mm);kvarts/komposit;30;4340.0;;/materials/Snow.jpg;-0.1;available;"snow är en kvartssten i classico-kollektionen som påminner om nyfallen snö. tack vare sitt diskreta utseende lämpar den sig väl i både kök och sällskapsrum. polerad (polerad-p); 20 mm.";;;;;;;;;;
snowy-ibiza-20-mm-kompositsten;snowy ibiza (20 mm);kvarts/komposit;20;2657.0;;/materials/Snowy_Ibiza.jpg;;available;kompositstenskivor i silestone snowy ibiza material är starka, hållbara och extremt hygienisk.;;;;;;;;;;
snowy-ibiza-30-mm-kompositsten;snowy ibiza (30 mm);kvarts/komposit;30;3720.0;;/materials/Snowy_Ibiza.jpg;;available;kompositstenskivor i silestone snowy ibiza material är starka, hållbara och extremt hygienisk.;;;;;;;;;;
star-gate-20-mm-granit;star gate (20 mm);granit;20;2419.0;;/materials/Star_Gate.jpg;-0.1;available;star gate är en svart eller svartgrå sydafrikansk granit med silverfärgade kristaller. välj ditt favoritmaterial och beräkna priset för dina drömmars bänkskiva!;;;;;;;;;;
star-gate-30-mm-granit;star gate (30 mm);granit;30;3387.0;;/materials/Star_Gate.jpg;-0.1;available;star gate är en svart eller svartgrå sydafrikansk granit med silverfärgade kristaller. välj ditt favoritmaterial och beräkna priset för dina drömmars bänkskiva!;;;;;;;;;;
starlight-black-20-mm-kompositsten;starlight black (20 mm);kvarts/komposit;20;1728.0;;/materials/Starlight_Black.jpg;-0.1;available;starlight black är tjusig svart kompositsten med detaljer som liknar spegelskärvor. kompositstenskivor består av över 90 % naturlig sten, resten är lim, färg och tillsatser för att förbättra de tekniska egenskaperna. en bänkskiva i kompositsten är ett konstverk!;;;;;;;;;;
starlight-black-30-mm-kompositsten;starlight black (30 mm);kvarts/komposit;30;2419.0;;/materials/Starlight_Black.jpg;-0.1;available;starlight black är tjusig svart kompositsten med detaljer som liknar spegelskärvor. kompositstenskivor består av över 90 % naturlig sten, resten är lim, färg och tillsatser för att förbättra de tekniska egenskaperna. en bänkskiva i kompositsten är ett konstverk!;;;;;;;;;;
starlight-white-20-mm-kompositsten;starlight white (20 mm);kvarts/komposit;20;1728.0;;/materials/Starlight_White.jpg;-0.1;available;starlight white är en ljus kompositsten med spegelgranulat och andra kristaller. det är nästan vit, med kristaller i andra toner för extra personlighet – precis som salt mat med lite socker för att få fram smaken.;;;;;;;;;;
starlight-white-30-mm-kompositsten;starlight white (30 mm);kvarts/komposit;30;2419.0;;/materials/Starlight_White.jpg;-0.1;available;starlight white är en ljus kompositsten med spegelgranulat och andra kristaller. det är nästan vit, med kristaller i andra toner för extra personlighet – precis som salt mat med lite socker för att få fram smaken.;;;;;;;;;;
steel-grey-20-mm-granit;steel grey (20 mm);granit;20;2257.0;;/materials/Steel_Grey.jpg;-0.1;available;steel grey är en medelljus indisk granit, inte för mörk eller för ljus, som passar perfekt till den som söker kontrast med gräddvita eller ljusa köksskåp.;;;;;;;;;;
steel-grey-30-mm-granit;steel grey (30 mm);granit;30;3160.0;;/materials/Steel_Grey.jpg;-0.1;available;steel grey är en medelljus indisk granit, inte för mörk eller för ljus, som passar perfekt till den som söker kontrast med gräddvita eller ljusa köksskåp.;;;;;;;;;;
symphony-grey-20-mm-kompositsten;symphony grey (20 mm);kvarts/komposit;20;4255.0;;/materials/Symphony_Grey.jpg;-0.1;available;"symphony grey är en kvarts i supernaturatural-kollektionen. över bakgrundens grå och naturstensliknande struktur slingrar diagonala silverfärgade linjer som skiftar mot mörkare ådror och fläckar. polerad (polerad-p); 20 mm och 30mm.";;;;;;;;;;
symphony-grey-30-mm-kompositsten;symphony grey (30 mm);kvarts/komposit;30;5957.0;;/materials/Symphony_Grey.jpg;-0.1;available;"symphony grey är en kvarts i supernaturatural-kollektionen. över bakgrundens grå och naturstensliknande struktur slingrar diagonala silverfärgade linjer som skiftar mot mörkare ådror och fläckar. polerad (polerad-p); 20 mm och 30mm.";;;;;;;;;;
taj-royale-20-mm-kompositsten;taj royale (20 mm);kvarts/komposit;20;4255.0;;/materials/Taj_Royale.jpg;-0.1;available;"taj royale är en mjukt beigeaktig kvarts som påminner om kalksten. mot en kaffe-med-mjölkfärgad bakgrund möts varma och naturfärgade toner – bruntonade slingor och linjer tillsammans med ljusbeige och vita prickar och fläckar. polerad (polerad-p); 20 mm.";;;;;;;;;;
tarn-20-mm-kompositsten;tarn (20 mm);kvarts/komposit;20;2786.0;;/materials/Tarn.jpg;-0.1;available;sand-beige kvarts med mjuka, krämiga skiftningar.;;;;;;;;;;
turbine-grey-20-mm-kompositsten;turbine grey (20 mm);kvarts/komposit;20;4255.0;;/materials/Turbine_Grey.jpg;-0.1;available;formgivningen hos kvartsstenen turbine grey ger oss grå virvlar med mörkare ådror och fläckar. materialen i supernatural-kollektionen imiterar den rörelse och struktur som finns hos naturlig granit.;;;;;;;;;;
turbine-grey-30-mm-kompositsten;turbine grey (30 mm);kvarts/komposit;30;5957.0;;/materials/Turbine_Grey.jpg;-0.1;available;formgivningen hos kvartsstenen turbine grey ger oss grå virvlar med mörkare ådror och fläckar. materialen i supernatural-kollektionen imiterar den rörelse och struktur som finns hos naturlig granit.;;;;;;;;;;
vanilla-noir-20-mm-kompositsten;vanilla noir (20 mm);kvarts/komposit;20;4255.0;;/materials/Vanilla_Noir.jpg;-0.1;available;vanilla noir är en kvarts i supernatural-kollektionen som påminner om mörk marmor. över den lyxiga ebenholtsfärgade bakgrunden löper ett vaniljfärgat, krämigt marmormönster, vilket ger materialet ett djärvt och personligt utseende.;;;;;;;;;;
vanilla-noir-30-mm-kompositsten;vanilla noir (30 mm);kvarts/komposit;30;5957.0;;/materials/Vanilla_Noir.jpg;-0.1;available;vanilla noir är en kvarts i supernatural-kollektionen som påminner om mörk marmor. över den lyxiga ebenholtsfärgade bakgrunden löper ett vaniljfärgat, krämigt marmormönster, vilket ger materialet ett djärvt och personligt utseende.;;;;;;;;;;
veined-michelangelo-20-mm-kompositsten;veined michelangelo (20 mm);kvarts/komposit;20;3542.0;;/materials/Veined_Michelangelo.jpg;-0.1;available;kompositsten veined michelangelo är stark och icke-porös. detta gör kvartsstenen mycket hygienisk. en bänkskiva i veined michelangelo är ett konstverk!;;;;;;;;;;
veined-michelangelo-30-mm-kompositsten;veined michelangelo (30 mm);kvarts/komposit;30;4959.0;;/materials/Veined_Michelangelo.jpg;-0.1;available;kompositsten veined michelangelo är stark och icke-porös. detta gör kvartsstenen mycket hygienisk. en bänkskiva i veined michelangelo är ett konstverk!;;;;;;;;;;
verde-guatemala-20-mm-marmor;verde guatemala (20 mm);marmor;20;2410.0;;/materials/Verde_Guatemala.jpg;-0.1;available;liknande sitt ursprungsland, guatemala som är känt för sin rika natur, är verde guatemala en underbar blågrön marmor med mörka och svarta linjer.;;;;;;;;;;
verde-guatemala-30-mm-marmor;verde guatemala (30 mm);marmor;30;3595.0;;/materials/Verde_Guatemala.jpg;-0.1;available;liknande sitt ursprungsland, guatemala som är känt för sin rika natur, är verde guatemala en underbar blågrön marmor med mörka och svarta linjer.;;;;;;;;;;
verde-savana-20-mm-granit;verde savana (20 mm);granit;20;2365.0;;/materials/Verde_Savana.jpg;-0.1;available;verde savana är grön brasiliansk granit med sprudlande mönster. bänkskivor i granit kommer inte bli slitna och tål höga temperaturer.;;;;;;;;;;
verde-savana-30-mm-granit;verde savana (30 mm);granit;30;3311.0;;/materials/Verde_Savana.jpg;-0.1;available;verde savana är grön brasiliansk granit med sprudlande mönster. bänkskivor i granit kommer inte bli slitna och tål höga temperaturer.;;;;;;;;;;
viscount-white-20-mm-granit;viscount white (20 mm);granit;20;2074.0;;/materials/Viscount_White.jpg;-0.1;available;viscount white är ljusbottnad indisk granit med mörkt svallande mönster. bänkskivor i granit kommer inte bli slitna och tål höga temperaturer.;;;;;;;;;;
viscount-white-30-mm-granit;viscount white (30 mm);granit;30;2904.0;;/materials/Viscount_White.jpg;-0.1;available;viscount white är ljusbottnad indisk granit med mörkt svallande mönster. bänkskivor i granit kommer inte bli slitna och tål höga temperaturer.;;;;;;;;;;
white-attica-20-mm-kompositsten;white attica (20 mm);kvarts/komposit;20;4255.0;;/materials/White_Attica.jpg;-0.1;available;white attica är en konstgjord sten i supernatural-kollektionen, inspirerad av naturens egen marmor. tunna ljusgrå och mörkgrå ådror slingrar sig mot den pärlvita bakgrunden.;;;;;;;;;;
white-attica-30-mm-kompositsten;white attica (30 mm);kvarts/komposit;30;5957.0;;/materials/White_Attica.jpg;-0.1;available;white attica är en konstgjord sten i supernatural-kollektionen, inspirerad av naturens egen marmor. tunna ljusgrå och mörkgrå ådror slingrar sig mot den pärlvita bakgrunden.;;;;;;;;;;
woodlands-20-mm-kompositsten;woodlands (20 mm);kvarts/komposit;20;4255.0;;/materials/Woodlands.jpg;-0.1;available;woodlands är en naturlig kvarts i supernatural-kollektionen och den påminner om mörkare marmor. mot dess chokladfärgade bakgrund dansar ljusa, fint tecknade ådror.;;;;;;;;;;
woodlands-30-mm-kompositsten;woodlands (30 mm);kvarts/komposit;30;5957.0;;/materials/Woodlands.jpg;-0.1;available;woodlands är en naturlig kvarts i supernatural-kollektionen och den påminner om mörkare marmor. mot dess chokladfärgade bakgrund dansar ljusa, fint tecknade ådror.;;;;;;;;;;
wyndigo-20-mm-kompositsten;wyndigo (20 mm);kvarts/komposit;20;3996.0;;/materials/Wyndigo.jpg;-0.1;available;"wyndigo är en gråbeige (greige) kvartssten i classico-kollektionen, som efterliknar naturens färger. mönstret är sprött och finkornigt, likt havsskum som möter klappersten, slipad av vind och sand. slipad (matt-h); 20 mm.";;;;;;;;;;
yukon-20-mm-kompositsten;yukon (20 mm);kvarts/komposit;20;3424.0;;/materials/Yukon.jpg;;available;kompositstenskivor i silestone yukon material är starka, hållbara och extremt hygienisk.;;;;;;;;;;
yukon-30-mm-kompositsten;yukon (30 mm);kvarts/komposit;30;4794.0;;/materials/Yukon.jpg;;available;kompositstenskivor i silestone yukon material är starka, hållbara och extremt hygienisk.;;;;;;;;;;
aluminio-nube-20-mm-kompositsten;aluminio nube (20 mm);kvarts/komposit;20;;;/materials/Aluminio_Nube.jpg;;backorder;kompositstenskivor i aluminio nube material är starka, hållbara och extremt hygienisk. dessa av ingen porer, som skulle kunna dras från en mängd olika materialen.;;;;;;;;;;
aluminio-nube-30-mm-kompositsten;aluminio nube (30 mm);kvarts/komposit;30;;;/materials/Aluminio_Nube.jpg;;backorder;kompositstenskivor i aluminio nube material är starka, hållbara och extremt hygienisk. dessa av ingen porer, som skulle kunna dras från en mängd olika materialen.;;;;;;;;;;
antartide-20-mm-marmor;antartide (20 mm);marmor;20;;;/materials/Antartide.jpg;;backorder;antartide är ljusare marmor från brasil.;;;;;;;;;;
antartide-30-mm-marmor;antartide (30 mm);marmor;30;;;/materials/Antartide.jpg;;backorder;antartide är ljusare marmor från brasil.;;;;;;;;;;
ariel-20-mm-kompositsten;ariel (20 mm);kvarts/komposit;20;;;/materials/Ariel.jpg;;backorder;kompositstenskivor i silestone ariel material är starka, hållbara och extremt hygienisk.;;;;;;;;;;
ariel-30-mm-kompositsten;ariel (30 mm);kvarts/komposit;30;;;/materials/Ariel.jpg;;backorder;kompositstenskivor i silestone ariel material är starka, hållbara och extremt hygienisk.;;;;;;;;;;
atlas-black-tempest-12-mm-keramik;atlas black tempest (12 mm);keramik;12;;;/materials/Atlas_Black_Tempest.jpg;;backorder;atlas plan black tempest är en iögonfallande keramisk arbetsyta som bär på naturstenens naturliga skönhet.;;;;;;;;;;
atlas-travertino-sand-12-mm-keramik;atlas travertino sand (12 mm);keramik;12;;;/materials/Atlas_Travertino_Sand.jpg;;backorder;atlas plan travertino sand är en unik keramisk skiva som påminner naturlig travertin.;;;;;;;;;;
azul-celeste-20-mm-marmor;azul celeste (20 mm);marmor;20;;;/materials/Azul_Celeste.jpg;;backorder;ljust himmelsblå marmor med tunna vita inslag/ådror.;;;;;;;;;;
balmoral-red-20-mm-granit;balmoral red (20 mm);granit;20;;;/materials/Balmoral_Red.jpg;;backorder;balmoral red är svart-och-röd granit från finland med medelhög kornighet. den används ofta till att bygga fasader, men passar också perfekt till arbetsskivor i kök eller badrum.;;;;;;;;;;
balmoral-red-30-mm-granit;balmoral red (30 mm);granit;30;;;/materials/Balmoral_Red.jpg;;backorder;balmoral red är svart-och-röd granit från finland med medelhög kornighet. den används ofta till att bygga fasader, men passar också perfekt till arbetsskivor i kök eller badrum.;;;;;;;;;;
baltic-brown-20-mm-granit;baltic brown (20 mm);granit;20;;;/materials/Baltic_Brown.jpg;;backorder;bänkskivorna i baltic brown är perfekta för hus på landet med sina mjuka toner och naturliga träfinish, men de passar även perfekt i ett modernt kök med blanka skåpluckor. det naturliga mönstret hos baltic brown ger liv till ett kök med skåpluckor i latte- eller cappuccinoton.;;;;;;;;;;
baltic-brown-30-mm-granit;baltic brown (30 mm);granit;30;;;/materials/Baltic_Brown.jpg;;backorder;bänkskivorna i baltic brown är perfekta för hus på landet med sina mjuka toner och naturliga träfinish, men de passar även perfekt i ett modernt kök med blanka skåpluckor. det naturliga mönstret hos baltic brown ger liv till ett kök med skåpluckor i latte- eller cappuccinoton.;;;;;;;;;;
bardiglio-20-mm-marmor;bardiglio (20 mm);marmor;20;;;/materials/Bardiglio.jpg;;backorder;silver- till mörkgrå marmor med bandade vita/djupgrå ådror, nuvolato/imperiale-karaktär.;;;;;;;;;;
bardiglio-30-mm-marmor;bardiglio (30 mm);marmor;30;;;/materials/Bardiglio.jpg;;backorder;silver- till mörkgrå marmor med bandade vita/djupgrå ådror, nuvolato/imperiale-karaktär.;;;;;;;;;;
bianco-river-20-mm-kompositsten;bianco river (20 mm);kvarts/komposit;20;;;/materials/Bianco_River.jpg;;backorder;kompositstenskivor i silestone bianco river material är starka, hållbara och extremt hygienisk.;;;;;;;;;;
bianco-river-30-mm-kompositsten;bianco river (30 mm);kvarts/komposit;30;;;/materials/Bianco_River.jpg;;backorder;kompositstenskivor i silestone bianco river material är starka, hållbara och extremt hygienisk.;;;;;;;;;;
black-gold-20-mm-marmor;black & gold (20 mm);marmor;20;;;/materials/Black_Gold.jpg;;backorder;black forest (känd även som lava vecchia och silver paradiso) är en granit från brasilien med en mörk fond, som pryds av vita och gråtonade linjer och vågor.;;;;;;;;;;
black-gold-30-mm-marmor;black & gold (30 mm);marmor;30;;;/materials/Black_Gold.jpg;;backorder;black forest (känd även som lava vecchia och silver paradiso) är en granit från brasilien med en mörk fond, som pryds av vita och gråtonade linjer och vågor.;;;;;;;;;;
